Name,Kauffman,Kauffman (vector),Symmetry Type
12a_86,(2*a^2+ 5*a^4-2*a^8)*z^(0)+ (-2*a-3*a^3+ 3*a^5+ 12*a^7+ 6*a^9-2*a^11)*z^(1)+ (1-6*a^2-26*a^4-17*a^6-2*a^10)*z^(2)+ (-a^(-1)+ 6*a+ 15*a^3-14*a^5-39*a^7-12*a^9+ 5*a^11)*z^(3)+ (-5+ 10*a^2+ 52*a^4+ 36*a^6+ 8*a^8+ 9*a^10)*z^(4)+ (a^(-1)-12*a-13*a^3+ 36*a^5+ 57*a^7+ 17*a^9-4*a^11)*z^(5)+ (4-15*a^2-44*a^4-21*a^6-6*a^8-10*a^10)*z^(6)+ (8*a-4*a^3-40*a^5-45*a^7-16*a^9+ a^11)*z^(7)+ (10*a^2+ 11*a^4-8*a^6-6*a^8+ 3*a^10)*z^(8)+ (8*a^3+ 15*a^5+ 12*a^7+ 5*a^9)*z^(9)+ (4*a^4+ 8*a^6+ 4*a^8)*z^(10)+ (a^5+ a^7)*z^(11),[0; 11; [2; 8; 2; 0; 5; 0; 0; 0; -2]; [1; 11; -2; 0; -3; 0; 3; 0; 12; 0; 6; 0; -2]; [0; 10; 1; 0; -6; 0; -26; 0; -17; 0; 0; 0; -2]; [-1; 11; -1; 0; 6; 0; 15; 0; -14; 0; -39; 0; -12; 0; 5]; [0; 10; -5; 0; 10; 0; 52; 0; 36; 0; 8; 0; 9]; [-1; 11; 1; 0; -12; 0; -13; 0; 36; 0; 57; 0; 17; 0; -4]; [0; 10; 4; 0; -15; 0; -44; 0; -21; 0; -6; 0; -10]; [1; 11; 8; 0; -4; 0; -40; 0; -45; 0; -16; 0; 1]; [2; 10; 10; 0; 11; 0; -8; 0; -6; 0; 3]; [3; 9; 8; 0; 15; 0; 12; 0; 5]; [4; 8; 4; 0; 8; 0; 4]; [5; 7; 1; 0; 1]],reversible
12a_87,(a^(-2)+ 3+ 4*a^2+ 6*a^4+ 3*a^6)*z^(0)+ (-a^(-3)-a^(-1)+ a-5*a^5-3*a^7+ a^9)*z^(1)+ (-5*a^(-2)-17-23*a^2-20*a^4-8*a^6+ a^8)*z^(2)+ (3*a^(-3)+ 3*a^(-1)-11*a-8*a^3+ 12*a^5+ 7*a^7-2*a^9)*z^(3)+ (13*a^(-2)+ 40+ 46*a^2+ 35*a^4+ 12*a^6-4*a^8)*z^(4)+ (-3*a^(-3)+ 8*a^(-1)+ 36*a+ 28*a^3-7*a^5-9*a^7+ a^9)*z^(5)+ (-13*a^(-2)-32-35*a^2-31*a^4-12*a^6+ 3*a^8)*z^(6)+ (a^(-3)-16*a^(-1)-44*a-37*a^3-4*a^5+ 6*a^7)*z^(7)+ (4*a^(-2)+ 1-3*a^2+ 8*a^4+ 8*a^6)*z^(8)+ (6*a^(-1)+ 14*a+ 15*a^3+ 7*a^5)*z^(9)+ (4+ 8*a^2+ 4*a^4)*z^(10)+ (a+ a^3)*z^(11),[0; 11; [-2; 6; 1; 0; 3; 0; 4; 0; 6; 0; 3]; [-3; 9; -1; 0; -1; 0; 1; 0; 0; 0; -5; 0; -3; 0; 1]; [-2; 8; -5; 0; -17; 0; -23; 0; -20; 0; -8; 0; 1]; [-3; 9; 3; 0; 3; 0; -11; 0; -8; 0; 12; 0; 7; 0; -2]; [-2; 8; 13; 0; 40; 0; 46; 0; 35; 0; 12; 0; -4]; [-3; 9; -3; 0; 8; 0; 36; 0; 28; 0; -7; 0; -9; 0; 1]; [-2; 8; -13; 0; -32; 0; -35; 0; -31; 0; -12; 0; 3]; [-3; 7; 1; 0; -16; 0; -44; 0; -37; 0; -4; 0; 6]; [-2; 6; 4; 0; 1; 0; -3; 0; 8; 0; 8]; [-1; 5; 6; 0; 14; 0; 15; 0; 7]; [0; 4; 4; 0; 8; 0; 4]; [1; 3; 1; 0; 1]],reversible
12a_88,(2*a^(-6)+ 5*a^(-4)+ 4*a^(-2)+ 2)*z^(0)+ (-2*a^(-7)-a^(-5)+ 3*a^(-3)+ 2*a^(-1))*z^(1)+ (-4*a^(-8)-20*a^(-6)-33*a^(-4)-25*a^(-2)-8)*z^(2)+ (4*a^(-9)+ 8*a^(-7)-6*a^(-5)-20*a^(-3)-8*a^(-1)+ 2*a)*z^(3)+ (-a^(-10)+ 13*a^(-8)+ 55*a^(-6)+ 80*a^(-4)+ 57*a^(-2)+ 17-a^2)*z^(4)+ (-8*a^(-9)-a^(-7)+ 49*a^(-5)+ 67*a^(-3)+ 19*a^(-1)-6*a)*z^(5)+ (a^(-10)-19*a^(-8)-56*a^(-6)-68*a^(-4)-56*a^(-2)-23+ a^2)*z^(6)+ (5*a^(-9)-17*a^(-7)-79*a^(-5)-93*a^(-3)-31*a^(-1)+ 5*a)*z^(7)+ (11*a^(-8)+ 10*a^(-6)-8*a^(-4)+ 6*a^(-2)+ 13)*z^(8)+ (14*a^(-7)+ 34*a^(-5)+ 38*a^(-3)+ 18*a^(-1))*z^(9)+ (10*a^(-6)+ 22*a^(-4)+ 12*a^(-2))*z^(10)+ (3*a^(-5)+ 3*a^(-3))*z^(11),[0; 11; [-6; 0; 2; 0; 5; 0; 4; 0; 2]; [-7; -1; -2; 0; -1; 0; 3; 0; 2]; [-8; 0; -4; 0; -20; 0; -33; 0; -25; 0; -8]; [-9; 1; 4; 0; 8; 0; -6; 0; -20; 0; -8; 0; 2]; [-10; 2; -1; 0; 13; 0; 55; 0; 80; 0; 57; 0; 17; 0; -1]; [-9; 1; -8; 0; -1; 0; 49; 0; 67; 0; 19; 0; -6]; [-10; 2; 1; 0; -19; 0; -56; 0; -68; 0; -56; 0; -23; 0; 1]; [-9; 1; 5; 0; -17; 0; -79; 0; -93; 0; -31; 0; 5]; [-8; 0; 11; 0; 10; 0; -8; 0; 6; 0; 13]; [-7; -1; 14; 0; 34; 0; 38; 0; 18]; [-6; -2; 10; 0; 22; 0; 12]; [-5; -3; 3; 0; 3]],chiral
12a_89,(-1-2*a^2-2*a^6-2*a^8)*z^(0)+ (a^(-1)+ a+ 2*a^5+ 7*a^7+ 3*a^9-2*a^11)*z^(1)+ (3+ 3*a^2-6*a^4+ 3*a^8-3*a^10)*z^(2)+ (-2*a^(-1)+ 2*a^3-15*a^5-27*a^7-7*a^9+ 5*a^11)*z^(3)+ (-5+ 3*a^2+ 24*a^4+ 11*a^6+ 5*a^8+ 10*a^10)*z^(4)+ (a^(-1)-5*a+ 2*a^3+ 34*a^5+ 44*a^7+ 14*a^9-4*a^11)*z^(5)+ (3-8*a^2-25*a^4-11*a^6-7*a^8-10*a^10)*z^(6)+ (5*a-7*a^3-37*a^5-41*a^7-15*a^9+ a^11)*z^(7)+ (7*a^2+ 6*a^4-9*a^6-5*a^8+ 3*a^10)*z^(8)+ (7*a^3+ 14*a^5+ 12*a^7+ 5*a^9)*z^(9)+ (4*a^4+ 8*a^6+ 4*a^8)*z^(10)+ (a^5+ a^7)*z^(11),[0; 11; [0; 8; -1; 0; -2; 0; 0; 0; -2; 0; -2]; [-1; 11; 1; 0; 1; 0; 0; 0; 2; 0; 7; 0; 3; 0; -2]; [0; 10; 3; 0; 3; 0; -6; 0; 0; 0; 3; 0; -3]; [-1; 11; -2; 0; 0; 0; 2; 0; -15; 0; -27; 0; -7; 0; 5]; [0; 10; -5; 0; 3; 0; 24; 0; 11; 0; 5; 0; 10]; [-1; 11; 1; 0; -5; 0; 2; 0; 34; 0; 44; 0; 14; 0; -4]; [0; 10; 3; 0; -8; 0; -25; 0; -11; 0; -7; 0; -10]; [1; 11; 5; 0; -7; 0; -37; 0; -41; 0; -15; 0; 1]; [2; 10; 7; 0; 6; 0; -9; 0; -5; 0; 3]; [3; 9; 7; 0; 14; 0; 12; 0; 5]; [4; 8; 4; 0; 8; 0; 4]; [5; 7; 1; 0; 1]],chiral
12a_90,(a^(-8)+ 4*a^(-6)+ 6*a^(-4)+ 4*a^(-2)+ 2)*z^(0)+ (-2*a^(-9)-5*a^(-7)-4*a^(-5)-2*a^(-3)-2*a^(-1)-a)*z^(1)+ (a^(-10)-5*a^(-8)-22*a^(-6)-34*a^(-4)-26*a^(-2)-7+ a^2)*z^(2)+ (6*a^(-9)+ 11*a^(-7)+ 5*a^(-5)+ 5*a^(-1)+ 5*a)*z^(3)+ (-2*a^(-10)+ 11*a^(-8)+ 52*a^(-6)+ 80*a^(-4)+ 56*a^(-2)+ 13-2*a^2)*z^(4)+ (-8*a^(-9)-7*a^(-7)+ 22*a^(-5)+ 28*a^(-3)-a^(-1)-8*a)*z^(5)+ (a^(-10)-15*a^(-8)-54*a^(-6)-74*a^(-4)-53*a^(-2)-16+ a^2)*z^(6)+ (4*a^(-9)-9*a^(-7)-48*a^(-5)-50*a^(-3)-11*a^(-1)+ 4*a)*z^(7)+ (8*a^(-8)+ 15*a^(-6)+ 13*a^(-4)+ 14*a^(-2)+ 8)*z^(8)+ (9*a^(-7)+ 24*a^(-5)+ 24*a^(-3)+ 9*a^(-1))*z^(9)+ (5*a^(-6)+ 10*a^(-4)+ 5*a^(-2))*z^(10)+ (a^(-5)+ a^(-3))*z^(11),[0; 11; [-8; 0; 1; 0; 4; 0; 6; 0; 4; 0; 2]; [-9; 1; -2; 0; -5; 0; -4; 0; -2; 0; -2; 0; -1]; [-10; 2; 1; 0; -5; 0; -22; 0; -34; 0; -26; 0; -7; 0; 1]; [-9; 1; 6; 0; 11; 0; 5; 0; 0; 0; 5; 0; 5]; [-10; 2; -2; 0; 11; 0; 52; 0; 80; 0; 56; 0; 13; 0; -2]; [-9; 1; -8; 0; -7; 0; 22; 0; 28; 0; -1; 0; -8]; [-10; 2; 1; 0; -15; 0; -54; 0; -74; 0; -53; 0; -16; 0; 1]; [-9; 1; 4; 0; -9; 0; -48; 0; -50; 0; -11; 0; 4]; [-8; 0; 8; 0; 15; 0; 13; 0; 14; 0; 8]; [-7; -1; 9; 0; 24; 0; 24; 0; 9]; [-6; -2; 5; 0; 10; 0; 5]; [-5; -3; 1; 0; 1]],chiral
12a_91,(a^(-10)+ 4*a^(-8)+ 6*a^(-6)+ 3*a^(-4)-a^(-2))*z^(0)+ (-2*a^(-11)-6*a^(-9)-6*a^(-7)-a^(-5)+ a^(-3))*z^(1)+ (2*a^(-12)-18*a^(-8)-31*a^(-6)-17*a^(-4)-2*a^(-2))*z^(2)+ (-a^(-13)+ 6*a^(-11)+ 18*a^(-9)+ 5*a^(-7)-10*a^(-5)-3*a^(-3)+ a^(-1))*z^(3)+ (-5*a^(-12)+ 4*a^(-10)+ 43*a^(-8)+ 63*a^(-6)+ 41*a^(-4)+ 12*a^(-2))*z^(4)+ (a^(-13)-10*a^(-11)-12*a^(-9)+ 29*a^(-7)+ 49*a^(-5)+ 17*a^(-3)-2*a^(-1))*z^(5)+ (4*a^(-12)-12*a^(-10)-43*a^(-8)-45*a^(-6)-32*a^(-4)-14*a^(-2))*z^(6)+ (8*a^(-11)-7*a^(-9)-54*a^(-7)-64*a^(-5)-24*a^(-3)+ a^(-1))*z^(7)+ (11*a^(-10)+ 9*a^(-8)-11*a^(-6)-4*a^(-4)+ 5*a^(-2))*z^(8)+ (11*a^(-9)+ 22*a^(-7)+ 20*a^(-5)+ 9*a^(-3))*z^(9)+ (7*a^(-8)+ 14*a^(-6)+ 7*a^(-4))*z^(10)+ (2*a^(-7)+ 2*a^(-5))*z^(11),[0; 11; [-10; -2; 1; 0; 4; 0; 6; 0; 3; 0; -1]; [-11; -3; -2; 0; -6; 0; -6; 0; -1; 0; 1]; [-12; -2; 2; 0; 0; 0; -18; 0; -31; 0; -17; 0; -2]; [-13; -1; -1; 0; 6; 0; 18; 0; 5; 0; -10; 0; -3; 0; 1]; [-12; -2; -5; 0; 4; 0; 43; 0; 63; 0; 41; 0; 12]; [-13; -1; 1; 0; -10; 0; -12; 0; 29; 0; 49; 0; 17; 0; -2]; [-12; -2; 4; 0; -12; 0; -43; 0; -45; 0; -32; 0; -14]; [-11; -1; 8; 0; -7; 0; -54; 0; -64; 0; -24; 0; 1]; [-10; -2; 11; 0; 9; 0; -11; 0; -4; 0; 5]; [-9; -3; 11; 0; 22; 0; 20; 0; 9]; [-8; -4; 7; 0; 14; 0; 7]; [-7; -5; 2; 0; 2]],chiral
12a_92,(2*a^(-2)+ 4+ a^2+ a^4+ a^6)*z^(0)+ (-2*a^(-3)-a^(-1)+ 4*a+ 4*a^3-2*a^5-3*a^7)*z^(1)+ (-6*a^(-2)-14-14*a^2-12*a^4-5*a^6+ a^8)*z^(2)+ (5*a^(-3)-2*a^(-1)-24*a-15*a^3+ 12*a^5+ 9*a^7-a^9)*z^(3)+ (11*a^(-2)+ 27+ 38*a^2+ 37*a^4+ 11*a^6-4*a^8)*z^(4)+ (-4*a^(-3)+ 11*a^(-1)+ 51*a+ 37*a^3-13*a^5-13*a^7+ a^9)*z^(5)+ (-10*a^(-2)-19-32*a^2-44*a^4-17*a^6+ 4*a^8)*z^(6)+ (a^(-3)-14*a^(-1)-49*a-48*a^3-5*a^5+ 9*a^7)*z^(7)+ (3*a^(-2)-2-4*a^2+ 13*a^4+ 12*a^6)*z^(8)+ (5*a^(-1)+ 15*a+ 20*a^3+ 10*a^5)*z^(9)+ (4+ 9*a^2+ 5*a^4)*z^(10)+ (a+ a^3)*z^(11),[0; 11; [-2; 6; 2; 0; 4; 0; 1; 0; 1; 0; 1]; [-3; 7; -2; 0; -1; 0; 4; 0; 4; 0; -2; 0; -3]; [-2; 8; -6; 0; -14; 0; -14; 0; -12; 0; -5; 0; 1]; [-3; 9; 5; 0; -2; 0; -24; 0; -15; 0; 12; 0; 9; 0; -1]; [-2; 8; 11; 0; 27; 0; 38; 0; 37; 0; 11; 0; -4]; [-3; 9; -4; 0; 11; 0; 51; 0; 37; 0; -13; 0; -13; 0; 1]; [-2; 8; -10; 0; -19; 0; -32; 0; -44; 0; -17; 0; 4]; [-3; 7; 1; 0; -14; 0; -49; 0; -48; 0; -5; 0; 9]; [-2; 6; 3; 0; -2; 0; -4; 0; 13; 0; 12]; [-1; 5; 5; 0; 15; 0; 20; 0; 10]; [0; 4; 4; 0; 9; 0; 5]; [1; 3; 1; 0; 1]],chiral
12a_93,(-3*a^(-14)-9*a^(-12)-5*a^(-10)+ 2*a^(-8))*z^(0)+ (a^(-19)+ a^(-17)+ 2*a^(-15)+ 14*a^(-13)+ 11*a^(-11)-a^(-9))*z^(1)+ (-a^(-20)+ a^(-18)+ 2*a^(-14)+ 31*a^(-12)+ 18*a^(-10)-9*a^(-8))*z^(2)+ (-3*a^(-19)+ 3*a^(-17)-4*a^(-15)-47*a^(-13)-39*a^(-11)-2*a^(-9))*z^(3)+ (a^(-20)-4*a^(-18)+ 7*a^(-16)+ 9*a^(-14)-40*a^(-12)-25*a^(-10)+ 12*a^(-8))*z^(4)+ (3*a^(-19)-8*a^(-17)+ 7*a^(-15)+ 62*a^(-13)+ 55*a^(-11)+ 11*a^(-9))*z^(5)+ (5*a^(-18)-13*a^(-16)-12*a^(-14)+ 36*a^(-12)+ 24*a^(-10)-6*a^(-8))*z^(6)+ (7*a^(-17)-13*a^(-15)-43*a^(-13)-32*a^(-11)-9*a^(-9))*z^(7)+ (8*a^(-16)-3*a^(-14)-26*a^(-12)-14*a^(-10)+ a^(-8))*z^(8)+ (7*a^(-15)+ 9*a^(-13)+ 4*a^(-11)+ 2*a^(-9))*z^(9)+ (4*a^(-14)+ 7*a^(-12)+ 3*a^(-10))*z^(10)+ (a^(-13)+ a^(-11))*z^(11),[0; 11; [-14; -8; -3; 0; -9; 0; -5; 0; 2]; [-19; -9; 1; 0; 1; 0; 2; 0; 14; 0; 11; 0; -1]; [-20; -8; -1; 0; 1; 0; 0; 0; 2; 0; 31; 0; 18; 0; -9]; [-19; -9; -3; 0; 3; 0; -4; 0; -47; 0; -39; 0; -2]; [-20; -8; 1; 0; -4; 0; 7; 0; 9; 0; -40; 0; -25; 0; 12]; [-19; -9; 3; 0; -8; 0; 7; 0; 62; 0; 55; 0; 11]; [-18; -8; 5; 0; -13; 0; -12; 0; 36; 0; 24; 0; -6]; [-17; -9; 7; 0; -13; 0; -43; 0; -32; 0; -9]; [-16; -8; 8; 0; -3; 0; -26; 0; -14; 0; 1]; [-15; -9; 7; 0; 9; 0; 4; 0; 2]; [-14; -10; 4; 0; 7; 0; 3]; [-13; -11; 1; 0; 1]],chiral
12a_94,(-2*a^(-14)-5*a^(-12)+ 4*a^(-8))*z^(0)+ (-2*a^(-17)+ 13*a^(-13)+ 9*a^(-11)-2*a^(-9))*z^(1)+ (2*a^(-18)-a^(-16)-a^(-14)+ 13*a^(-12)-6*a^(-10)-15*a^(-8)+ 2*a^(-6))*z^(2)+ (6*a^(-17)-7*a^(-15)-44*a^(-13)-32*a^(-11)+ 2*a^(-9)+ 3*a^(-7))*z^(3)+ (-3*a^(-18)+ 6*a^(-16)+ 8*a^(-14)-10*a^(-12)+ 14*a^(-10)+ 20*a^(-8)-3*a^(-6))*z^(4)+ (-8*a^(-17)+ 12*a^(-15)+ 60*a^(-13)+ 51*a^(-11)+ 4*a^(-9)-7*a^(-7))*z^(5)+ (a^(-18)-11*a^(-16)-7*a^(-14)+ 12*a^(-12)-11*a^(-10)-17*a^(-8)+ a^(-6))*z^(6)+ (3*a^(-17)-13*a^(-15)-40*a^(-13)-38*a^(-11)-11*a^(-9)+ 3*a^(-7))*z^(7)+ (5*a^(-16)-2*a^(-14)-14*a^(-12)-a^(-10)+ 6*a^(-8))*z^(8)+ (6*a^(-15)+ 12*a^(-13)+ 12*a^(-11)+ 6*a^(-9))*z^(9)+ (4*a^(-14)+ 8*a^(-12)+ 4*a^(-10))*z^(10)+ (a^(-13)+ a^(-11))*z^(11),[0; 11; [-14; -8; -2; 0; -5; 0; 0; 0; 4]; [-17; -9; -2; 0; 0; 0; 13; 0; 9; 0; -2]; [-18; -6; 2; 0; -1; 0; -1; 0; 13; 0; -6; 0; -15; 0; 2]; [-17; -7; 6; 0; -7; 0; -44; 0; -32; 0; 2; 0; 3]; [-18; -6; -3; 0; 6; 0; 8; 0; -10; 0; 14; 0; 20; 0; -3]; [-17; -7; -8; 0; 12; 0; 60; 0; 51; 0; 4; 0; -7]; [-18; -6; 1; 0; -11; 0; -7; 0; 12; 0; -11; 0; -17; 0; 1]; [-17; -7; 3; 0; -13; 0; -40; 0; -38; 0; -11; 0; 3]; [-16; -8; 5; 0; -2; 0; -14; 0; -1; 0; 6]; [-15; -9; 6; 0; 12; 0; 12; 0; 6]; [-14; -10; 4; 0; 8; 0; 4]; [-13; -11; 1; 0; 1]],chiral
12a_95,(a^(-10)+ 4*a^(-8)+ 6*a^(-6)+ 3*a^(-4)-a^(-2))*z^(0)+ (-a^(-11)-a^(-9)+ 3*a^(-7)+ 6*a^(-5)+ 3*a^(-3))*z^(1)+ (-6*a^(-10)-24*a^(-8)-37*a^(-6)-23*a^(-4)-2*a^(-2)+ 2)*z^(2)+ (3*a^(-11)+ 3*a^(-9)-14*a^(-7)-20*a^(-5)-a^(-3)+ 4*a^(-1)-a)*z^(3)+ (14*a^(-10)+ 52*a^(-8)+ 74*a^(-6)+ 50*a^(-4)+ 9*a^(-2)-5)*z^(4)+ (-3*a^(-11)+ 7*a^(-9)+ 42*a^(-7)+ 43*a^(-5)-10*a^(-1)+ a)*z^(5)+ (-13*a^(-10)-41*a^(-8)-57*a^(-6)-48*a^(-4)-15*a^(-2)+ 4)*z^(6)+ (a^(-11)-15*a^(-9)-51*a^(-7)-52*a^(-5)-9*a^(-3)+ 8*a^(-1))*z^(7)+ (4*a^(-10)+ 4*a^(-8)+ 2*a^(-6)+ 13*a^(-4)+ 11*a^(-2))*z^(8)+ (6*a^(-9)+ 17*a^(-7)+ 21*a^(-5)+ 10*a^(-3))*z^(9)+ (4*a^(-8)+ 9*a^(-6)+ 5*a^(-4))*z^(10)+ (a^(-7)+ a^(-5))*z^(11),[0; 11; [-10; -2; 1; 0; 4; 0; 6; 0; 3; 0; -1]; [-11; -3; -1; 0; -1; 0; 3; 0; 6; 0; 3]; [-10; 0; -6; 0; -24; 0; -37; 0; -23; 0; -2; 0; 2]; [-11; 1; 3; 0; 3; 0; -14; 0; -20; 0; -1; 0; 4; 0; -1]; [-10; 0; 14; 0; 52; 0; 74; 0; 50; 0; 9; 0; -5]; [-11; 1; -3; 0; 7; 0; 42; 0; 43; 0; 0; 0; -10; 0; 1]; [-10; 0; -13; 0; -41; 0; -57; 0; -48; 0; -15; 0; 4]; [-11; -1; 1; 0; -15; 0; -51; 0; -52; 0; -9; 0; 8]; [-10; -2; 4; 0; 4; 0; 2; 0; 13; 0; 11]; [-9; -3; 6; 0; 17; 0; 21; 0; 10]; [-8; -4; 4; 0; 9; 0; 5]; [-7; -5; 1; 0; 1]],reversible
12a_96,(-2*a^(-14)-6*a^(-12)-3*a^(-10)+ a^(-8)-a^(-6))*z^(0)+ (-2*a^(-17)-2*a^(-15)+ 9*a^(-13)+ 7*a^(-11)-2*a^(-9))*z^(1)+ (2*a^(-18)+ a^(-16)+ 4*a^(-14)+ 24*a^(-12)+ 10*a^(-10)-5*a^(-8)+ 4*a^(-6))*z^(2)+ (7*a^(-17)+ a^(-15)-33*a^(-13)-28*a^(-11)+ 2*a^(-9)+ 3*a^(-7))*z^(3)+ (-3*a^(-18)+ 2*a^(-16)-6*a^(-14)-40*a^(-12)-17*a^(-10)+ 8*a^(-8)-4*a^(-6))*z^(4)+ (-9*a^(-17)+ 2*a^(-15)+ 43*a^(-13)+ 41*a^(-11)+ 3*a^(-9)-6*a^(-7))*z^(5)+ (a^(-18)-9*a^(-16)+ 6*a^(-14)+ 44*a^(-12)+ 18*a^(-10)-9*a^(-8)+ a^(-6))*z^(6)+ (3*a^(-17)-8*a^(-15)-22*a^(-13)-20*a^(-11)-7*a^(-9)+ 2*a^(-7))*z^(7)+ (4*a^(-16)-6*a^(-14)-23*a^(-12)-10*a^(-10)+ 3*a^(-8))*z^(8)+ (4*a^(-15)+ 4*a^(-13)+ 3*a^(-11)+ 3*a^(-9))*z^(9)+ (3*a^(-14)+ 6*a^(-12)+ 3*a^(-10))*z^(10)+ (a^(-13)+ a^(-11))*z^(11),[0; 11; [-14; -6; -2; 0; -6; 0; -3; 0; 1; 0; -1]; [-17; -9; -2; 0; -2; 0; 9; 0; 7; 0; -2]; [-18; -6; 2; 0; 1; 0; 4; 0; 24; 0; 10; 0; -5; 0; 4]; [-17; -7; 7; 0; 1; 0; -33; 0; -28; 0; 2; 0; 3]; [-18; -6; -3; 0; 2; 0; -6; 0; -40; 0; -17; 0; 8; 0; -4]; [-17; -7; -9; 0; 2; 0; 43; 0; 41; 0; 3; 0; -6]; [-18; -6; 1; 0; -9; 0; 6; 0; 44; 0; 18; 0; -9; 0; 1]; [-17; -7; 3; 0; -8; 0; -22; 0; -20; 0; -7; 0; 2]; [-16; -8; 4; 0; -6; 0; -23; 0; -10; 0; 3]; [-15; -9; 4; 0; 4; 0; 3; 0; 3]; [-14; -10; 3; 0; 6; 0; 3]; [-13; -11; 1; 0; 1]],reversible
12a_97,(-a^(-14)-2*a^(-12)+ 2*a^(-10)+ 3*a^(-8)-a^(-6))*z^(0)+ (5*a^(-15)+ 15*a^(-13)+ 7*a^(-11)-3*a^(-9))*z^(1)+ (-4*a^(-16)-6*a^(-14)-2*a^(-12)-15*a^(-10)-9*a^(-8)+ 5*a^(-6)-a^(-4))*z^(2)+ (-17*a^(-15)-45*a^(-13)-27*a^(-11)+ 8*a^(-9)+ 5*a^(-7)-2*a^(-5))*z^(3)+ (8*a^(-16)+ 12*a^(-14)+ 9*a^(-12)+ 27*a^(-10)+ 14*a^(-8)-7*a^(-6)+ a^(-4))*z^(4)+ (25*a^(-15)+ 65*a^(-13)+ 48*a^(-11)-5*a^(-9)-10*a^(-7)+ 3*a^(-5))*z^(5)+ (-5*a^(-16)+ 3*a^(-14)+ 7*a^(-12)-23*a^(-10)-16*a^(-8)+ 6*a^(-6))*z^(6)+ (-15*a^(-15)-40*a^(-13)-42*a^(-11)-9*a^(-9)+ 8*a^(-7))*z^(7)+ (a^(-16)-10*a^(-14)-20*a^(-12)+ 9*a^(-8))*z^(8)+ (3*a^(-15)+ 6*a^(-13)+ 10*a^(-11)+ 7*a^(-9))*z^(9)+ (3*a^(-14)+ 7*a^(-12)+ 4*a^(-10))*z^(10)+ (a^(-13)+ a^(-11))*z^(11),[0; 11; [-14; -6; -1; 0; -2; 0; 2; 0; 3; 0; -1]; [-15; -9; 5; 0; 15; 0; 7; 0; -3]; [-16; -4; -4; 0; -6; 0; -2; 0; -15; 0; -9; 0; 5; 0; -1]; [-15; -5; -17; 0; -45; 0; -27; 0; 8; 0; 5; 0; -2]; [-16; -4; 8; 0; 12; 0; 9; 0; 27; 0; 14; 0; -7; 0; 1]; [-15; -5; 25; 0; 65; 0; 48; 0; -5; 0; -10; 0; 3]; [-16; -6; -5; 0; 3; 0; 7; 0; -23; 0; -16; 0; 6]; [-15; -7; -15; 0; -40; 0; -42; 0; -9; 0; 8]; [-16; -8; 1; 0; -10; 0; -20; 0; 0; 0; 9]; [-15; -9; 3; 0; 6; 0; 10; 0; 7]; [-14; -10; 3; 0; 7; 0; 4]; [-13; -11; 1; 0; 1]],reversible
12a_98,(a^(-6)+ 4*a^(-4)+ 6*a^(-2)+ 5+ a^2)*z^(0)+ (-2*a^(-7)-6*a^(-5)-7*a^(-3)-5*a^(-1)-3*a-a^3)*z^(1)+ (2*a^(-8)-a^(-6)-18*a^(-4)-31*a^(-2)-22-6*a^2)*z^(2)+ (-a^(-9)+ 7*a^(-7)+ 21*a^(-5)+ 18*a^(-3)+ 8*a^(-1)+ 6*a+ 3*a^3)*z^(3)+ (-5*a^(-8)+ 4*a^(-6)+ 41*a^(-4)+ 65*a^(-2)+ 47+ 14*a^2)*z^(4)+ (a^(-9)-11*a^(-7)-23*a^(-5)-a^(-3)+ 19*a^(-1)+ 6*a-3*a^3)*z^(5)+ (4*a^(-8)-11*a^(-6)-47*a^(-4)-56*a^(-2)-37-13*a^2)*z^(6)+ (8*a^(-7)+ 2*a^(-5)-30*a^(-3)-40*a^(-1)-15*a+ a^3)*z^(7)+ (10*a^(-6)+ 16*a^(-4)+ 5*a^(-2)+ 3+ 4*a^2)*z^(8)+ (8*a^(-5)+ 17*a^(-3)+ 15*a^(-1)+ 6*a)*z^(9)+ (4*a^(-4)+ 8*a^(-2)+ 4)*z^(10)+ (a^(-3)+ a^(-1))*z^(11),[0; 11; [-6; 2; 1; 0; 4; 0; 6; 0; 5; 0; 1]; [-7; 3; -2; 0; -6; 0; -7; 0; -5; 0; -3; 0; -1]; [-8; 2; 2; 0; -1; 0; -18; 0; -31; 0; -22; 0; -6]; [-9; 3; -1; 0; 7; 0; 21; 0; 18; 0; 8; 0; 6; 0; 3]; [-8; 2; -5; 0; 4; 0; 41; 0; 65; 0; 47; 0; 14]; [-9; 3; 1; 0; -11; 0; -23; 0; -1; 0; 19; 0; 6; 0; -3]; [-8; 2; 4; 0; -11; 0; -47; 0; -56; 0; -37; 0; -13]; [-7; 3; 8; 0; 2; 0; -30; 0; -40; 0; -15; 0; 1]; [-6; 2; 10; 0; 16; 0; 5; 0; 3; 0; 4]; [-5; 1; 8; 0; 17; 0; 15; 0; 6]; [-4; 0; 4; 0; 8; 0; 4]; [-3; -1; 1; 0; 1]],reversible
